190;401;0; 
217,314;401;0,017;
239,719;401;0,035;
251,526;401;0,052;
262,238;401;0,068;
271,631;401;0,084;
280,596;401,824;0,101;
290,524;402;0,119;
310,182;404,131;0,134;
319,697;404;0,151;
332,401;404;0,169;
341,886;404;0,186;
353,603;403;0,202;
365,725;402,328;0,218;
376,13;402;0,235;
388,974;401,086;0,252;
399,335;399,963;0,268;
409,396;398,845;0,285;
419,488;399;0,303;
431,02;397,598;0,331;
439;401;0,342;
448,483;399;0,352;
457,076;399;0,369;
464,301;399,884;0,386;
472,003;399;0,402;
478,752;399;0,419;
484,203;399;0,437;
488,472;397,632;0,453;
491,467;399,489;0,485;
492,536;399;0,552;
489,914;402,129;0,569;
487,329;403,336;0,619;
484,464;405,357;0,669;
481,465;406,178;0,687;
479,815;407,092;0,704;
477,395;409,605;0,721;
473,705;411,863;0,739;
470,5;414;0,755;
465,997;418,671;0,771;
461,843;423,157;0,787;
459,179;428,553;0,804;
454,876;433,124;0,821;
449,243;439,908;0,837;
443,638;445,362;0,856;
435,215;450,989;0,872;
430,5;458;0,889;
426,47;466,06;0,904;
420,454;473,546;0,923;
412,853;480,269;0,937;
403,997;488,003;0,955;
399,508;495,862;0,971;
393,807;503,671;0,988;
385,424;510,208;1,006;
377,633;519,848;1,023;
370,59;527,819;1,039;
363,93;536,07;1,055;
356,086;543,07;1,072;
345,304;552,727;1,089;
339,56;562,793;1,105;
331,54;570,46;1,122;
322,363;578,307;1,14;
310,478;587,618;1,157;
305,574;596,996;1,173;
296,757;604,855;1,189;
285,098;613,474;1,206;
278,327;622,477;1,222;
268,5;629,333;1,239;
258,395;634,891;1,255;
248,286;644,413;1,274;
243,896;651,946;1,291;
235,5;658;1,307;
226,373;663,305;1,323;
220,095;669,687;1,34;
215,376;675,531;1,356;
210,901;681,124;1,373;
204,129;685,581;1,389;
201,194;688,806;1,406;
197,827;690,782;1,425;
194,5;693;1,441;
193,372;694,255;1,456;
192,5;696;1,489;
190,464;697,536;1,539;
191;699,177;1,606;
192,134;701,268;1,64;
194,056;701;1,658;
196,404;702,202;1,69;
199,665;702;1,724;
203,376;700,312;1,741;
205,617;698,383;1,758;
207,862;698;1,775;
210,099;698;1,791;
212,344;698;1,808;
215,878;698;1,826;
220,662;698;1,843;
226,5;699,5;1,859;
234,254;699;1,875;
242,431;700,552;1,892;
249,389;701,898;1,909;
257,146;704,042;1,925;
266,111;705,139;1,942;
129;;;
2572;;;
JLAP;;;
;;;
195;404;0; 
210,349;402,977;0,018;
225,293;403;0,034;
233,474;403;0,051;
240,402;403;0,068;
247,15;403;0,084;
253,873;403;0,101;
261,859;403;0,118;
278,029;403;0,136;
283,5;403;0,152;
292,654;403,628;0,168;
302,003;404;0,185;
310,972;403,128;0,202;
318,974;403,996;0,218;
330,124;404;0,247;
338,844;404;0,263;
347,861;402,642;0,272;
358,815;403;0,287;
367;403;0,302;
377,495;402;0,318;
388,412;402;0,336;
398,672;401,036;0,352;
406,574;401;0,369;
418,049;401;0,386;
426,604;399,675;0,404;
436,981;400;0,421;
446,102;398,433;0,437;
454,837;397,309;0,453;
463,484;397;0,469;
471,517;397;0,487;
479,375;397;0,503;
486,043;397;0,52;
491,461;398,292;0,538;
497,067;396,587;0,555;
500,145;398;0,571;
503,314;398;0,587;
505,556;398,778;0,604;
507;399,5;0,637;
502,861;400,046;0,669;
499,426;402,383;0,687;
497;403,5;0,719;
495,465;404,267;0,753;
493,463;405,268;0,771;
491,887;406,056;0,837;
489,732;407,134;0,886;
488,821;409,358;0,904;
486,92;411,08;0,921;
485,8;413,401;0,938;
483,357;414,321;0,956;
481,106;416,894;0,973;
478,87;420,13;0,989;
475,264;423,736;1,005;
471,587;428,218;1,022;
467,285;432,715;1,039;
463,858;436,142;1,055;
460,49;440,68;1,072;
457,128;443,872;1,09;
452,343;448,657;1,107;
448;453;1,123;
439,431;459,611;1,139;
435,446;466,439;1,156;
431,422;472,472;1,172;
426,933;478,084;1,189;
421,313;483,687;1,206;
416,96;491,82;1,224;
406,931;499,685;1,241;
402,503;504,497;1,257;
396,902;511,717;1,273;
392,025;519,206;1,29;
384,105;527,033;1,306;
376,098;532,93;1,323;
370,466;540,747;1,34;
364,853;546,147;1,357;
359,25;554,45;1,374;
347,772;562,288;1,392;
342,459;567,541;1,407;
335,728;573,56;1,423;
328,994;580,84;1,44;
318,426;588,702;1,457;
311,558;594,368;1,474;
306,017;601,18;1,49;
299,096;605,269;1,509;
289,504;614,059;1,525;
283,207;620,793;1,541;
276,924;626,396;1,557;
270,198;632,002;1,574;
263,464;636,69;1,591;
253,61;643,26;1,608;
250,509;649,982;1,624;
245,851;655,436;1,642;
239,963;659,629;1,659;
234,5;664;1,676;
228,116;667,589;1,691;
222,917;672,083;1,708;
219,329;676,561;1,725;
216,975;681,05;1,741;
212,486;685,514;1,758;
209,227;688,773;1,774;
205,878;692,122;1,793;
202,508;693,995;1,81;
155;;;
2974;;;
JLAP;;;
;;;
212;399;0; 
247,304;396,212;0,018;
262,191;396;0,034;
275,596;394,867;0,051;
290,328;395;0,068;
304,751;393,635;0,086;
319,5;392,5;0,103;
342,087;393,381;0,118;
361,628;393,741;0,134;
374,455;393,14;0,151;
389,776;393;0,168;
399,942;393;0,184;
411,248;390,55;0,201;
422,46;392,346;0,22;
430,749;393,469;0,236;
440,285;391,413;0,257;
448,98;392,423;0,269;
455,935;393,823;0,285;
462,682;394;0,302;
468,372;394;0,319;
473,983;392,803;0,335;
479,573;395,629;0,352;
482,314;395;0,37;
485,5;395;0,386;
487;396,5;0,418;
488,537;397,268;0,436;
491,065;398,022;0,453;
494,498;399,166;0,485;
496,407;401,407;0,535;
496;403,357;0,569;
494,732;405,536;0,586;
493,933;407,133;0,619;
491,623;411,753;0,637;
489,007;416,985;0,654;
486,164;423,673;0,67;
482,046;429,693;0,687;
474,983;437,017;0,704;
468,108;441,928;0,72;
461,398;448,602;0,737;
457,117;455,325;0,754;
451,277;463,412;0,771;
442,754;471,246;0,788;
437;475,5;0,804;
429,463;483,951;0,821;
425,514;492,628;0,838;
418,354;500,646;0,854;
411,568;507,432;0,871;
402,482;516,518;0,887;
397,444;526,801;0,904;
388,963;534,037;0,922;
380;541,5;0,938;
371,627;552,071;0,956;
364,438;561,357;0,972;
355,653;569,429;0,99;
344,671;579,296;1,005;
336,876;589,445;1,022;
327,777;596,945;1,039;
315,951;602,024;1,057;
308;613,5;1,073;
300,881;621,839;1,089;
291,886;627,821;1,106;
282,026;635,202;1,126;
273,955;643,045;1,14;
267,237;650,89;1,156;
258,062;656,211;1,173;
251,781;660,48;1,193;
245,071;666,441;1,213;
242,174;670,434;1,224;
238,072;675,66;1,24;
235,301;679,549;1,266;
233,049;681,951;1,276;
231,906;684,189;1,307;
228,497;685,168;1,507;
232,124;686,041;1,551;
235,803;686;1,567;
238,307;686;1,579;
240,548;686;1,599;
244,177;684,608;1,614;
252,085;685,508;1,626;
262;686,5;1,642;
279,852;686;1,662;
294,353;686,873;1,681;
309,892;687;1,694;
326,727;687;1,708;
341,155;687;1,726;
358,435;687;1,744;
375,095;688,473;1,76;
392,359;688;1,776;
407,461;688,728;1,793;
421,151;689;1,809;
433,579;689,962;1,826;
444,776;691,078;1,843;
454,766;691;1,859;
462,297;692,328;1,877;
473,087;693,454;1,898;
478,401;694,134;1,91;
484,441;695;1,926;
490,869;695,811;1,942;
496,684;696,937;1,959;
502,31;697;1,985;
104;;;
2213;;;
JLAP;;;
;;;
196;404;0; 
215,789;403;0,017;
225,887;402,235;0,034;
234,188;401,116;0,051;
241,039;399,993;0,068;
247,763;400;0,084;
254,499;400;0,101;
262,594;400;0,119;
279,412;400;0,136;
283,268;398,39;0,151;
291,127;398;0,168;
299,77;398;0,185;
308,805;398,976;0,201;
318,868;397,904;0,218;
330,167;398;0,235;
338,724;398;0,253;
349,163;398;0,27;
359,649;399,581;0,294;
368,603;400;0,31;
379,208;400;0,319;
389,47;400,941;0,336;
398,51;402,064;0,352;
406,291;403,184;0,369;
415,436;403;0,387;
424,406;404,426;0,404;
431,847;404;0,42;
439,688;404;0,436;
447,542;404,792;0,453;
453,562;405;0,469;
460,198;406,033;0,486;
464,615;406;0,503;
470,356;406;0,521;
477,392;406;0,538;
480,071;406,518;0,554;
483,275;407;0,57;
485,519;407;0,587;
487,759;407;0,603;
490,005;407;0,685;
490;409,214;0,719;
487,464;410,268;0,752;
485,464;411,268;0,77;
483,787;412,106;0,803;
481,544;413,228;0,836;
477,605;415,395;0,854;
473,725;418,456;0,871;
470,183;421,817;0,902;
465,761;425,179;0,909;
462,459;429,721;0,921;
460,399;435,502;0,942;
458,157;439,687;0,956;
452,818;444,182;0,973;
448,324;448,676;0,988;
443,067;454,719;1,005;
436,54;460,55;1,022;
433,942;468,202;1,039;
429,402;473,748;1,055;
426,199;479,336;1,073;
421,422;484,973;1,09;
416,412;492,075;1,107;
409,211;498,158;1,122;
403,217;503,782;1,139;
398,496;509,379;1,156;
394,007;514,992;1,172;
389,524;522,833;1,19;
381,361;529,405;1,208;
374,829;534,809;1,224;
369,585;540,415;1,241;
365,58;545,629;1,256;
360,366;551,634;1,273;
353,083;558,072;1,29;
346,195;563,838;1,307;
341,656;568,344;1,323;
337,174;574,032;1,34;
331,348;578,321;1,358;
325,749;585,702;1,375;
317,141;590,287;1,391;
311,542;595,458;1,407;
305,929;600,257;1,423;
300,335;605,665;1,44;
294,733;610,214;1,457;
284,411;615,883;1,474;
280,804;622,794;1,492;
274,917;626,667;1,509;
269,299;631,161;1,525;
262,393;636,291;1,541;
255,314;641,124;1,557;
250,384;646,52;1,574;
246,919;651,108;1,591;
241,297;655,562;1,608;
236,943;658,792;1,626;
231,062;663,55;1,642;
225,97;666,522;1,659;
222,114;670,515;1,675;
219,497;674,254;1,691;
217,257;677,615;1,708;
215,012;679,988;1,725;
211,662;683,338;1,742;
209,539;685,461;1,76;
207,285;687,715;1,776;
205,042;689,958;1,792;
159;;;
2993;;;
JLAP;;;
;;;
191;396;0; 
204,195;397,015;0,019;
215,571;397;0,035;
220,272;397;0,052;
224,761;397;0,068;
229,234;397;0,085;
233,731;397;0,102;
238,214;398,054;0,118;
246,233;400,352;0,135;
250,177;398,706;0,153;
254,67;400,418;0,17;
260,5;400;0,186;
267,294;400,659;0,202;
272,118;401;0,219;
277,511;401,902;0,236;
283,062;400,988;0,252;
287,579;402,145;0,269;
294,569;400,738;0,288;
301,326;402,388;0,304;
305;402;0,321;
312,135;402;0,336;
317,742;402,748;0,353;
324,218;403;0,369;
329,951;403;0,386;
335,564;404,113;0,403;
341,155;404;0,42;
348,125;402,646;0,438;
354,849;403;0,454;
361,987;404;0,47;
368,3;404;0,487;
374,194;404;0,503;
380,745;404;0,52;
387,469;404;0,537;
394,205;404;0,553;
399,617;404;0,572;
406,664;404;0,589;
412,945;404;0,605;
419,427;404;0,62;
425,827;404;0,637;
432,56;404;0,654;
439,284;404;0,671;
447,191;404;0,687;
452,44;404;0,705;
458,072;404;0,722;
464,192;404;0,739;
470,92;403,347;0,754;
477,64;403,773;0,772;
482,584;403,104;0,789;
488,084;403;0,812;
491,549;403;0,826;
496,032;403;0,84;
497,756;403;0,855;
499,999;403;0,888;
501,536;403;0,954;
498,91;404,045;0,972;
496,31;405,345;1,004;
494,464;406,268;1,372;
478,838;419,132;1,39;
468,032;429,968;1,408;
462,059;435,941;1,425;
458,546;439,454;1,441;
454,064;443,936;1,457;
448,723;449,277;1,474;
442,133;454,889;1,491;
432,115;467,081;1,508;
429,35;470,867;1,524;
424,63;475,37;1,543;
418,687;481,313;1,559;
411,325;486,506;1,575;
405,182;493,931;1,591;
399,876;500,124;1,608;
394,274;505,726;1,625;
388,661;511,339;1,641;
381,883;518,117;1,658;
373,832;523,549;1,677;
370,284;530,574;1,693;
365,253;535,747;1,709;
358,973;541,356;1,725;
351,457;547,751;1,742;
345,437;554,476;1,759;
340,868;560,165;1,79;
335,224;565,621;1,8;
329,359;570,367;1,811;
322,595;576,004;1,827;
314,422;581,578;1,844;
310,083;587,834;1,86;
305,202;593,038;1,876;
299,591;598,409;1,893;
293,998;603,001;1,91;
286,139;607,492;1,926;
280,857;613,143;1,945;
277,878;618,869;1,961;
271,585;624,415;1,978;
266,951;628,439;1,993;
260,617;632,191;2,01;
255,587;636,413;2,027;
252,096;639,904;2,044;
248,722;645,463;2,061;
246,574;649,852;2,077;
241,646;654,354;2,095;
174;;;
3631;;;
JLAP;;;
;;;
184;403;0; 
225,182;401,225;0,017;
239,755;401;0,034;
250,132;401;0,052;
261,374;401;0,068;
271,299;401;0,086;
280,03;401;0,103;
290,5;401;0,119;
309,58;401;0,135;
321,906;401;0,151;
331,909;401;0,168;
342,84;401,984;0,185;
356,28;402;0,203;
368,501;402;0,221;
379,5;402;0,237;
393,613;403,468;0,253;
401,731;403,591;0,269;
412,106;404;0,286;
422,494;404,833;0,302;
431,627;405;0,319;
440,608;405;0,336;
449,554;405;0,352;
455,904;405;0,37;
462,645;405;0,387;
468,788;405;0,403;
474,397;405;0,42;
479,208;405;0,436;
481,842;405;0,453;
484,083;405;0,485;
486,289;405;0,569;
483,212;407,894;0,586;
482;408,5;0,603;
481,934;410,133;0,636;
479,626;410;0,669;
477,464;411,268;0,703;
475,465;411;0,736;
470,79;412,105;0,77;
468,657;415,515;0,789;
466,071;417,929;0,806;
463,828;420,172;0,822;
460,882;423,824;0,838;
459,171;427,486;0,854;
456,146;430,854;0,871;
453,861;435,279;0,888;
449,248;440,94;0,905;
444,752;443,936;0,923;
438,831;448,735;0,94;
434,79;453,763;0,956;
430,974;460,051;0,971;
427,617;466,765;0,988;
423,327;471,673;1,005;
418,852;476,148;1,022;
413,224;480,621;1,039;
405,028;486,409;1,057;
399,984;492,016;1,073;
397,5;499;1,09;
390,79;503,568;1,105;
384,424;508,051;1,122;
376,812;514,304;1,139;
370,957;520,043;1,156;
366,494;526,76;1,172;
359,498;533,502;1,189;
352,798;537,468;1,207;
343,087;543,446;1,224;
338,943;550,668;1,239;
332,609;558,123;1,256;
324,159;564,276;1,273;
316,183;570,843;1,29;
310,518;576,482;1,306;
304,914;584,52;1,323;
296,602;592,398;1,341;
287,324;598,757;1,358;
280,513;605,068;1,374;
274,491;612,912;1,39;
266,417;621,583;1,407;
258,371;627,735;1,424;
250,541;634,393;1,44;
246,244;641,133;1,457;
239,161;647,839;1,475;
230,991;656,009;1,492;
224,704;660,747;1,508;
219,316;666,356;1,524;
214,833;672,75;1,541;
210,35;678,563;1,557;
204,845;685,186;1,574;
200,375;688,468;1,59;
197,171;691,829;1,608;
193,803;695,197;1,626;
192;697;1,642;
191;699,281;1,657;
191;701;1,69;
188,464;703,803;1,708;
187,94;705,121;1,757;
189,162;707,325;1,807;
192,704;708;1,825;
194,94;708;1,842;
199,379;706,905;1,858;
202,638;705,787;1,875;
207,332;706;1,894;
211,829;707,457;1,91;
131;;;
2571;;;
JLAP;;;
;;;
180;410;0; 
190,136;408,986;0,018;
198,907;409;0,035;
203,937;409;0,067;
208,042;408,489;0,072;
212,511;408;0,085;
216,999;407,25;0,102;
222,377;406,125;0,119;
234,858;406;0,136;
242,825;404,882;0,153;
251,881;405;0,171;
260,866;403,642;0,187;
271,831;404;0,203;
280,813;404;0,219;
291,222;404,722;0,236;
300,732;405;0,253;
311,615;405;0,27;
323,926;405;0,286;
332,619;405;0,303;
344,255;406,326;0,32;
355,433;404,557;0,337;
366,13;406;0,354;
376,902;406;0,369;
388,105;406;0,386;
398,377;406;0,403;
407,394;406;0,42;
417,553;406;0,436;
425,045;407,292;0,455;
434,33;407;0,471;
442,297;407;0,488;
449,949;407;0,503;
456,68;407;0,52;
464,288;407;0,537;
471,125;405,979;0,563;
477,849;406;0,582;
483,321;406;0,59;
488,91;404,618;0,606;
492,513;404,496;0,622;
495,248;404;0,637;
497;404;0,67;
498,536;404;0,753;
494,732;406,178;0,786;
491,195;408,537;0,82;
489,464;408;0,853;
487,786;409,107;0,887;
485,464;410,268;0,92;
481,39;413,61;0,938;
478,225;415,85;0,955;
474,864;419,136;0,972;
470,336;422,498;0,989;
465,845;424,577;1,007;
462,763;429,649;1,023;
461;435,5;1,04;
456,405;440,595;1,055;
451,138;445,862;1,072;
444,647;452,353;1,089;
436,897;459,088;1,106;
433,594;466,947;1,122;
428,978;472,277;1,141;
424,482;479,277;1,157;
417,01;485,99;1,174;
409,292;496,326;1,189;
403,297;503,444;1,206;
397,702;511,017;1,223;
392,08;519,872;1,24;
383,163;528,837;1,256;
375,443;535,334;1,273;
368,92;543,427;1,291;
363,667;551,266;1,308;
354,704;558,708;1,324;
346,04;566,251;1,34;
339,855;572,974;1,357;
332,342;581,609;1,374;
323,408;590,592;1,39;
314,462;595,961;1,407;
308,109;602,891;1,425;
302,85;609,58;1,442;
294,999;616,89;1,458;
286,945;622,703;1,474;
281,002;628,797;1,491;
275,406;634,594;1,507;
268,765;639,156;1,524;
264,351;645,974;1,54;
253,462;651,41;1,559;
250,387;655,613;1,576;
246;660;1,592;
240,438;664,562;1,608;
235,937;669,063;1,625;
228,785;673,552;1,641;
224,968;677,032;1,658;
223,871;681,516;1,674;
220,244;684,756;1,691;
218,261;686,739;1,708;
216,014;688,986;1,741;
213,198;691,802;1,774;
211,463;693,537;1,792;
210,952;695,096;1,841;
208,693;697,307;1,925;
206,786;699,214;1,958;
205,897;701,206;2,025;
142;;;
2942;;;
JLAP;;;
;;;
178;402;0; 
192,229;404,033;0,017;
204,808;405,423;0,034;
209,741;405;0,05;
214,674;405;0,066;
219,959;405;0,083;
225,553;405;0,1;
231,187;405;0,117;
240,243;405;0,134;
242,82;403,727;0,151;
247,592;404;0,168;
253,5;402,5;0,185;
262,106;403;0,2;
268,8;402,24;0,217;
274,408;402;0,234;
280,022;402;0,252;
285,603;402;0,267;
294,929;402;0,284;
301,19;400,635;0,302;
307,922;398,026;0,319;
314,639;400;0,334;
322,827;400,728;0,351;
329,245;400,151;0,369;
333,879;400;0,384;
340,555;398,907;0,401;
348,488;399;0,418;
357,648;400,331;0,436;
363,726;398,546;0,453;
370,019;399,574;0,469;
377,183;400;0,485;
385,55;400,819;0,502;
392,623;401;0,518;
399,359;401;0,535;
407,245;401;0,552;
416,387;402,298;0,57;
422,535;402;0,586;
429;402;0,604;
437,631;402;0,619;
446,269;402;0,636;
452,531;402;0,653;
459,161;402;0,669;
465,872;402;0,685;
471,354;403,271;0,704;
476,941;404,388;0,721;
479,5;404;0,736;
481;404;0,768;
482,537;405,269;0,801;
480,961;407,078;0,835;
477,463;409,358;0,853;
473,557;409;0,886;
470,555;410;0,903;
468,317;410,841;0,92;
466,073;411,964;0,937;
461,663;415,253;0,954;
458,387;419,818;0,984;
452,359;426,97;1,005;
446,414;432,689;1,011;
439,156;438,275;1,024;
433,56;443,44;1,039;
428,779;449,026;1,054;
423,328;456,541;1,072;
416,68;463,32;1,089;
407,683;467,659;1,107;
402,556;472,155;1,124;
398,362;478,047;1,14;
392,864;485,739;1,156;
387,055;492,945;1,172;
379,529;498,126;1,189;
374,399;501,701;1,205;
369,925;507,093;1,222;
365,442;512,697;1,239;
362,221;518,298;1,256;
358,849;523,918;1,273;
353,478;528,513;1,29;
348,501;531,25;1,306;
344,755;534,245;1,322;
341,402;538,464;1,339;
339,024;541,964;1,356;
337,891;544,217;1,372;
335,547;546,453;1,407;
333,527;550,946;1,424;
331,406;553,188;1,439;
328,856;556,144;1,456;
326,327;559,509;1,473;
323,122;561,919;1,489;
320,849;563,076;1,506;
318,598;564,201;1,522;
316,357;566,643;1,541;
314,118;568,882;1,557;
310,879;572,121;1,573;
308,635;575,731;1,59;
305,582;580,224;1,606;
300,366;585,634;1,623;
291,621;592,284;1,64;
284,992;597,84;1,657;
278,271;603,441;1,675;
274,351;611,886;1,692;
270;616,5;1,708;
264,084;622,263;1,723;
258,905;626,322;1,74;
170;;;
3165;;;
JLAP;;;
;;;
201;404;0; 
222,512;406,939;0,018;
227,23;408,057;0,034;
230,534;408;0,051;
232,598;408;0,068;
234,849;408;0,101;
238,987;408;0,118;
241,566;408;0,135;
243,809;408,904;0,152;
246,05;407,975;0,184;
249,406;408;0,202;
251,771;408;0,22;
254;408;0,237;
256,881;408,627;0,252;
259,504;408,248;0,269;
261,747;408,874;0,286;
263,989;409;0,303;
266,23;409;0,319;
268,47;407,765;0,353;
270,481;408;0,371;
273,198;408;0,386;
275;408;0,418;
276,536;408;0,436;
278,082;408;0,469;
280,33;408;0,488;
282,893;408;0,503;
285;408;0,536;
288,627;408;0,553;
290,87;408;0,57;
293,107;408;0,587;
295,353;408;0,604;
298,883;408;0,622;
300,835;408;0,639;
303;408;0,655;
305,318;408;0,671;
307,559;408;0,687;
309,801;408;0,704;
313,062;408;0,721;
315,287;408;0,738;
318,8;408;0,755;
322,167;408;0,773;
325,5;408;0,789;
327,877;408,374;0,804;
330,493;408;0,821;
333,602;408;0,838;
335,984;408,992;0,855;
338,221;409;0,871;
340,462;409;0,888;
342,71;409;0,906;
344,948;409;0,923;
347,79;409,597;0,939;
350,435;410;0,955;
352,677;410;0,972;
354,923;410;0,989;
357,164;410;1,005;
359,4;408,8;1,022;
361,648;409;1,041;
365,33;409;1,057;
367,129;409,565;1,073;
370,058;409,314;1,089;
372,609;409;1,106;
374,857;409;1,123;
377,099;409;1,139;
379,344;410,172;1,156;
382,878;410;1,174;
384,837;410;1,2;
387;410;1,217;
390,5;408,5;1,24;
393,792;409;1,257;
396,033;409;1,289;
399,39;410,13;1,307;
401,766;408,617;1,325;
404;409;1,341;
406,239;409;1,357;
409,231;409,744;1,374;
411,731;410;1,39;
413,972;410;1,408;
416,218;410;1,424;
419,687;408,771;1,441;
421,7;409;1,459;
425,4;409;1,475;
427,769;409;1,491;
431,856;409;1,508;
435,504;409;1,524;
439,822;409,955;1,541;
443,228;410;1,558;
446,589;410;1,575;
449,952;408,683;1,593;
453,32;409;1,609;
455,673;409;1,625;
458,5;409;1,657;
461,853;408;1,675;
464,086;408;1,692;
466,332;408;1,708;
468,579;408;1,727;
472,225;408;1,742;
474;408;1,774;
478,313;407;1,792;
480,5;407;1,809;
481,013;405,994;1,826;
358;;;
8364;;;
JLAP;;;
;;;
186;408;0; 
198,092;408;0,017;
206,703;408;0,034;
211,808;408;0,052;
215,952;408;0,069;
222,039;408;0,084;
228,374;408;0,101;
235,084;408;0,118;
245,697;409,939;0,135;
251,463;410;0,151;
255,84;410;0,168;
261,672;410;0,186;
268,738;410;0,203;
275,45;409;0,219;
281,471;409;0,241;
287,898;409;0,261;
295,532;409;0,269;
302,347;409;0,286;
309,082;409;0,303;
315,79;407,702;0,321;
323,917;406,583;0,337;
331,266;407,456;0,354;
338,669;407;0,369;
346,502;407;0,392;
355,25;407;0,411;
363,188;407;0,42;
369,871;407;0,437;
377,896;405,729;0,455;
388,493;406;0,471;
395,567;405,49;0,488;
402,785;404,369;0,504;
410,274;404;0,52;
418,115;404;0,537;
425,96;403,006;0,554;
432,703;401,883;0,57;
438,198;402;0,587;
446,502;400,643;0,606;
451,405;399,519;0,622;
457,014;399,397;0,637;
461,893;399;0,654;
467,214;398,157;0,671;
471,854;398,964;0,687;
476,328;397,918;0,704;
479,629;399,21;0,721;
481,648;399;0,737;
483,902;399;0,77;
485,536;400,268;0,82;
481,889;403,056;0,853;
479,706;405,294;0,871;
477,169;406,416;0,904;
474,684;407;0,921;
473;407;0,954;
467,925;410,05;0,971;
464,57;413,43;0,988;
461,217;416,783;1,005;
457,835;421,554;1,023;
453;426;1,04;
447,254;433,122;1,055;
441,261;438,739;1,072;
435,652;444,347;1,089;
431,039;449,951;1,106;
427,668;457,776;1,122;
423,066;465,634;1,139;
415,875;473,479;1,157;
409,139;478,384;1,174;
403,017;485,58;1,189;
398,844;493,031;1,206;
392,978;500,86;1,223;
387,203;507,757;1,24;
379,454;516,624;1,256;
372,795;525,606;1,273;
368,715;531,928;1,291;
361,335;538,665;1,308;
354,055;546,945;1,324;
346,216;554,784;1,34;
339,97;561,836;1,357;
333,416;568,584;1,374;
325,669;574,236;1,39;
315,487;582,177;1,407;
310,546;590,035;1,425;
306,355;596,468;1,442;
299;601,5;1,458;
289,773;607,267;1,474;
282,347;613,653;1,49;
277,43;619,462;1,507;
270,899;625,084;1,524;
265,325;629,54;1,54;
257,158;632,79;1,558;
252,1;638,9;1,575;
248,011;644,486;1,592;
242,902;650,098;1,608;
238,031;654,227;1,624;
232,683;657,59;1,641;
228,056;660,958;1,658;
222,478;665,418;1,674;
219,318;668,682;1,691;
217,304;672,044;1,709;
213,588;676,883;1,726;
210,635;679,774;1,742;
206,862;683,138;1,758;
149;;;
2761;;;
JLAP;;;
;;;
