189,401,0,;216.69,397.308,0.017,;230.751,396.187,0.034,;242.31,395.069,0.051,;255.642,395,0.068,;269.061,395,0.085,;283.799,395,0.102,;301.245,393.584,0.119,;341.5,392.5,0.135,;350.822,389.686,0.151,;367.113,387.444,0.168,;383.444,387,0.185,;397.126,385.99,0.201,;406.106,386,0.218,;420.12,387.26,0.235,;429.426,388.381,0.253,;436.5,388,0.27,;449.192,389,0.285,;457.465,389.744,0.302,;466.757,390.862,0.319,;475.856,392.964,0.335,;483.718,394.103,0.352,;489.114,396.446,0.369,;492.04,397.347,0.388,;493.931,397,0.402,;496,398.5,0.435,;496.268,400.535,0.468,;493.953,402.047,0.486,;491.624,404.376,0.503,;488.066,409.245,0.521,;484.705,413.727,0.537,;477,418,0.554,;465.275,430.725,0.57,;457.235,440.354,0.587,;446.874,447.475,0.603,;434.637,457.297,0.62,;425.751,468.561,0.636,;415.517,474.655,0.654,;398.401,481.4,0.672,;390.5,494,0.688,;375.395,504.07,0.704,;364.177,514.581,0.72,;351.465,526.657,0.737,;338.996,536.003,0.754,;328.911,544.968,0.77,;315.105,557.653,0.787,;304.349,567.286,0.805,;297.633,572.886,0.822,;282.369,585.631,0.839,;270.752,595.074,0.854,;257.016,604.604,0.871,;247.29,616.601,0.889,;239.379,626.798,0.904,;231.557,633.237,0.921,;223.707,643.948,0.939,;218.749,651.152,0.956,;216.293,657.276,0.972,;212.248,661.752,0.988,;207.766,667.851,1.005,;202.346,675.516,1.022,;196.743,682.309,1.039,;193.492,687.847,1.055,;191.413,689.587,1.072,;189.173,691.827,1.104,;188.732,693.536,1.224,;191.123,691.938,1.24,;194.237,691,1.256,;198.696,690.261,1.272,;202.5,689.5,1.321,;215.845,690,1.347,;232.497,690,1.374,;245.039,690,1.393,;272.463,690,1.406,;287.548,690,1.423,;304.208,690,1.441,;337.036,691.068,1.457,;351.634,691,1.473,;371.301,692.312,1.492,;383.137,692,1.509,;402,692,1.524,;413.376,692,1.54,;427.482,692,1.557,;443.714,692,1.574,;456.363,692,1.591,;469.869,693.156,1.607,;485.834,694.274,1.624,;495.951,694,1.642,;508.5,695.5,1.659,;512.54,696,1.674,;516,696,1.707,;516.536,694.732,1.725,;513.883,692.883,1.817,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;92,,,;1817,,,;PAPR,,,
184,404,0,;204.456,400.77,0.019,;227.735,396.835,0.035,;244.567,394.591,0.052,;261.368,393.176,0.068,;279.124,392.055,0.085,;298.082,392,0.102,;318.355,392,0.118,;367.179,393.304,0.136,;384.983,393,0.154,;409.403,392.452,0.17,;428.716,392,0.185,;445.822,392,0.202,;458.104,392,0.219,;469.29,393.029,0.236,;480.517,394.152,0.253,;485.349,395.27,0.27,;489.583,396.396,0.301,;490.536,397.268,0.352,;485.003,402.997,0.37,;480.525,406.356,0.386,;476.052,412.185,0.403,;468.838,419.162,0.421,;462.115,428.847,0.438,;456.998,439.803,0.453,;447.798,449.482,0.47,;436.571,462.958,0.487,;426.328,474.636,0.504,;411.936,490.146,0.52,;394.957,504.637,0.537,;380.83,519.17,0.555,;363.338,536.662,0.572,;347.384,553.182,0.599,;329.709,570.605,0.61,;312.958,589.451,0.625,;298.881,605.972,0.646,;281.43,625.665,0.655,;267.93,641.415,0.671,;251.974,658.313,0.69,;241.915,670.902,0.706,;230.159,683.248,0.722,;219.778,690.916,0.739,;212.369,698.403,0.766,;206.53,704.47,0.789,;199.975,710.025,0.805,;197,713,0.821,;198,714.376,0.887,;200.268,714,0.921,;202.536,712.732,0.939,;206.438,713,0.955,;208.684,711.658,0.973,;210.925,709.075,0.99,;225.608,703.074,1.007,;238.749,699.591,1.022,;251.898,697.35,1.039,;268.206,695.106,1.056,;282.88,693.932,1.073,;300.977,691.628,1.089,;318.914,690.693,1.108,;339.685,686.719,1.125,;357.5,686.5,1.141,;380.738,686,1.156,;398.859,686.791,1.173,;415.656,687,1.19,;432.466,688.031,1.206,;450.422,689.151,1.223,;463.3,689,1.242,;480.957,691.794,1.258,;491.5,692.5,1.275,;495.52,694.26,1.29,;498.503,695.751,1.307,;500,696.5,1.339,;501.536,697.268,1.391,;497.639,695.88,1.409,;490.783,692.193,1.5,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;75,,,;1500,,,;PAPR,,,
198,397,0,;212.082,393.75,0.019,;226.998,391.091,0.036,;237.183,392.576,0.052,;249.331,393.694,0.068,;263.612,394.816,0.085,;278.155,395,0.11,;294.832,395,0.124,;333.993,393.824,0.135,;347.444,392.704,0.153,;374.186,391.582,0.17,;393.134,391.542,0.186,;410.564,392,0.202,;427.747,392.783,0.219,;445.438,393.902,0.236,;458.252,397.069,0.255,;468.268,400.423,0.269,;480.884,403.786,0.287,;483.539,404.385,0.303,;485,405.5,0.335,;485.267,407.535,0.368,;482.464,408.268,0.386,;480.891,409.054,0.403,;477.319,411.454,0.419,;473.95,413.7,0.438,;467.661,418.871,0.454,;462.029,424.565,0.47,;456.437,431.988,0.487,;449.145,438.182,0.503,;439.418,443.768,0.52,;430.392,451.532,0.536,;421.446,464.136,0.553,;405.839,473.881,0.572,;389.881,485.371,0.588,;371.621,501.703,0.604,;352.094,516.51,0.62,;333.194,531.405,0.637,;312.473,545.07,0.654,;296.395,561.648,0.671,;276.134,573.751,0.687,;259.722,593.849,0.705,;241.515,608.674,0.722,;227,630,0.739,;216.502,643.997,0.754,;207.882,656.647,0.771,;202.478,664.283,0.788,;196.967,670.033,0.804,;195.875,674.499,0.821,;193.503,678.993,0.854,;194,680.489,0.904,;194,682.357,0.971,;192.932,684.135,1.004,;190.464,686.536,1.038,;188.464,688.536,1.071,;187.732,690.536,1.105,;190.2,691.1,1.155,;193.327,691.336,1.173,;195.568,691,1.189,;201.425,691,1.206,;213.274,694.075,1.223,;224.432,695.143,1.239,;239.461,697.532,1.259,;251.256,699.774,1.274,;268,699,1.291,;291.122,702.375,1.306,;318.496,701.25,1.323,;343.228,701,1.34,;370.754,701.99,1.357,;396.6,705.339,1.373,;416.194,711.165,1.39,;437.677,711.351,1.408,;458.925,713.939,1.425,;482.073,712.406,1.441,;505.964,711.287,1.457,;523.686,710.165,1.474,;540.302,709.047,1.491,;551.782,707.922,1.507,;560.571,705.607,1.524,;568.235,704.681,1.542,;570.311,703.563,1.636,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;80,,,;1636,,,;PAPR,,,
194,404,0,;225.375,407.955,0.018,;238.858,409.072,0.034,;253.594,410.2,0.051,;266.768,411.314,0.068,;280.197,411,0.086,;293.676,410.444,0.102,;316.627,408.644,0.119,;336.182,406.403,0.135,;355.534,406,0.152,;370.509,406,0.168,;388.521,408.315,0.186,;402.646,409.28,0.202,;415.78,410.398,0.219,;427.5,410,0.236,;437.764,411,0.252,;446.342,411,0.269,;453.292,411,0.286,;458.01,411,0.302,;461.369,411,0.319,;465.965,411,0.337,;473.169,412.362,0.353,;478.43,412,0.37,;484.415,412,0.386,;487.452,412,0.403,;489,412,0.485,;485.851,414.149,0.504,;483,414,0.521,;479.931,418.069,0.536,;473.338,423.853,0.553,;465.485,432.446,0.57,;457.64,441.411,0.587,;447.451,449.205,0.604,;432.201,460.922,0.62,;421.894,473.516,0.638,;403.5,484,0.654,;386.231,501.164,0.67,;370.166,515.834,0.687,;355.378,532.41,0.704,;338.78,547.191,0.72,;324.24,565.166,0.737,;305.913,579.321,0.754,;294.888,596.607,0.772,;273.597,607.437,0.789,;261.391,623.149,0.804,;248.63,634.37,0.822,;238.282,647.29,0.839,;227.201,655.859,0.855,;218.214,664.786,0.872,;211.703,674.946,0.888,;204.973,685.04,0.914,;199.698,689.302,0.923,;197.845,691.155,0.939,;196.304,693.391,0.956,;195.5,695,1.055,;199.229,694,1.073,;202.997,694,1.098,;205.572,694,1.107,;209.61,694,1.124,;216.149,694,1.14,;227.455,694,1.157,;241.127,692.739,1.173,;251.856,693,1.19,;266,693,1.207,;278.882,692.374,1.223,;292.017,692.751,1.24,;307.18,693.87,1.256,;322.862,694,1.273,;337.44,696.222,1.291,;355.696,694.769,1.307,;372.24,696.349,1.324,;393.51,694.527,1.341,;412.053,697,1.358,;430.449,697.716,1.375,;447.501,698.833,1.39,;462.395,699.953,1.407,;479.11,700,1.424,;492.306,698.808,1.441,;505.783,696.369,1.458,;514.898,697,1.475,;518.217,697,1.491,;522,697,1.556,;522.064,695.968,1.624,;519.732,696,1.742,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;84,,,;1742,,,;PAPR,,,
205,405,0,;234.452,409.121,0.018,;246.63,410.239,0.035,;260.315,410,0.053,;272.291,410,0.069,;287.434,409.398,0.085,;303.112,409,0.102,;330.61,409,0.118,;350.417,409.964,0.135,;367.26,411.084,0.152,;384.036,412.202,0.169,;402.251,412,0.187,;415.866,412,0.203,;433.502,409.866,0.22,;451.01,408.312,0.236,;467.291,406.387,0.252,;483.932,406,0.269,;496.52,407.047,0.286,;507.701,410.51,0.302,;512.454,411.291,0.336,;512.267,413.534,0.354,;503.778,418.917,0.369,;494.058,425.628,0.386,;483.954,434.152,0.403,;467.748,442.117,0.42,;453.248,452.213,0.436,;429.881,468.583,0.453,;411.563,480.165,0.471,;382.088,498.445,0.507,;359.05,518.1,0.518,;335.501,536.071,0.523,;311.09,556.331,0.537,;288.441,573.669,0.554,;270.392,593.809,0.571,;252.42,606.685,0.587,;242.568,625.491,0.605,;232.979,634.468,0.622,;221.903,646.438,0.638,;213.353,656.647,0.654,;201.923,666.427,0.671,;192.423,676.524,0.688,;186.672,684.46,0.705,;183.442,688.744,0.722,;181.386,689.307,0.77,;183.179,691.357,0.82,;185.357,691,0.854,;187.184,691,0.872,;189.781,691,0.89,;193.5,691,0.906,;200.186,692.637,0.921,;207.288,693.755,0.939,;216.007,694.876,0.955,;226.963,695.996,0.972,;241.547,697.119,0.988,;252.371,697,1.005,;270.403,698.36,1.024,;282.735,698,1.04,;299.434,699.205,1.055,;315.856,700,1.072,;331.785,701.684,1.089,;347.489,702,1.106,;367.433,700.92,1.123,;388.769,699.802,1.139,;406.229,700,1.157,;425.584,698.554,1.174,;440.948,700,1.19,;453.875,700.688,1.206,;465.085,701,1.223,;479.049,700.073,1.24,;490.516,700,1.257,;500.507,698.833,1.273,;511.934,697.707,1.29,;520.284,696.589,1.308,;524.5,694,1.325,;528.305,695,1.34,;529,697.325,1.432,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;76,,,;1432,,,;PAPR,,,
195,398,0,;213.332,394.945,0.018,;230.968,392.433,0.036,;241.024,391.598,0.053,;250.5,390.5,0.069,;263.439,391,0.085,;274.683,391,0.102,;288.572,391,0.119,;318.239,393.017,0.135,;338.326,394.129,0.152,;359.737,395.249,0.169,;381.039,396.37,0.187,;403.864,397.493,0.204,;417.756,399.61,0.219,;432.807,400.734,0.236,;447.095,401,0.253,;456.807,401,0.269,;466.848,398.812,0.286,;474.434,397.795,0.303,;481.048,398,0.319,;483.372,398,0.352,;482,400.536,0.385,;476.114,403.886,0.403,;471.754,408.246,0.42,;464.894,412.737,0.437,;459.488,421.117,0.455,;452.463,436.073,0.472,;443,447.5,0.488,;428.686,463.629,0.504,;415.03,478.403,0.52,;399.312,494.595,0.537,;384.649,508.324,0.554,;367.755,525.245,0.57,;350.907,540.821,0.588,;332.758,556.462,0.605,;310.5,572,0.622,;293.656,587.453,0.637,;276.481,601.265,0.654,;259.9,616.226,0.671,;247.085,626.93,0.688,;235.894,636.995,0.705,;224.614,650.863,0.721,;214.801,657.488,0.739,;209.145,665.331,0.756,;201.22,672.183,0.771,;195.844,679.312,0.788,;192.494,683.506,0.805,;190.081,686.878,0.822,;187.844,688.078,0.854,;188,690.321,0.937,;190.214,691.107,0.955,;192.043,691,0.988,;194.289,691,1.022,;199.059,691,1.041,;201.307,692,1.056,;205.075,692.769,1.075,;210.45,693.89,1.09,;217.063,695.011,1.115,;224.015,695,1.123,;232.979,695,1.14,;243.341,695,1.158,;251.946,695,1.175,;267.974,693.387,1.19,;280.36,693,1.207,;294.977,693,1.224,;308.71,693,1.241,;323.254,693,1.257,;337.849,694.219,1.274,;352.418,694,1.292,;369.894,694,1.309,;385.284,694.42,1.325,;401.853,694,1.341,;418.342,694.823,1.357,;435.148,695,1.374,;450.862,695,1.391,;464.213,695,1.408,;482.881,696.305,1.426,;496.524,696,1.443,;511.463,696,1.459,;520.674,695.332,1.475,;526.939,695.788,1.491,;530.731,696,1.508,;532.5,696,1.557,;524.411,698.196,1.678,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;84,,,;1678,,,;PAPR,,,
174,387,0,;200.571,385.978,0.018,;224.522,386,0.036,;238.719,386,0.052,;248.028,385.397,0.068,;258.505,385,0.084,;267.746,384.157,0.102,;275.745,384,0.118,;292.293,382.914,0.135,;300.616,381.798,0.152,;309.604,380.674,0.17,;318.569,381,0.188,;330.697,381,0.203,;341.156,381.684,0.219,;353.728,382.811,0.235,;365.29,383.929,0.252,;375.463,384,0.269,;387.867,385.17,0.286,;397.635,386.293,0.304,;406.308,387.413,0.32,;421,388.5,0.337,;429.893,391.31,0.353,;439.983,393.552,0.369,;450.961,394.896,0.386,;459.131,397.038,0.403,;468.097,399.274,0.42,;480.861,404.04,0.436,;490.426,407.142,0.454,;497.5,410.5,0.471,;508.95,413.237,0.486,;515.711,415.484,0.503,;520.446,416.862,0.52,;522.968,417.984,0.537,;524,418.5,0.569,;524.116,420.232,0.588,;521.065,422.935,0.605,;513.883,431.881,0.621,;501.797,441.663,0.637,;488.882,453.947,0.654,;471.811,469.291,0.671,;454.886,482.891,0.687,;432.204,499.847,0.704,;416.301,511.446,0.722,;390.95,529.464,0.739,;373.619,542.725,0.755,;353.871,558.433,0.771,;336.038,571.772,0.788,;315.618,587.723,0.805,;300.516,599.372,0.821,;280.202,615.176,0.838,;265.101,628.342,0.856,;246.568,640.422,0.873,;238,655.5,0.889,;226.241,659.199,0.905,;218.434,664.805,0.922,;210.828,670.409,0.939,;201.981,677.015,0.955,;194.123,682.627,0.972,;188.774,686.981,0.991,;185.901,688.733,1.008,;185.526,690.948,1.071,;189.947,691,1.089,;194.369,691,1.106,;207.312,689.79,1.122,;219.648,688.668,1.141,;231.966,687.549,1.157,;244.165,688,1.173,;254.255,687.305,1.191,;265.983,687,1.206,;277.369,686.063,1.223,;290.664,684.945,1.24,;304.111,685,1.256,;317.594,685,1.273,;332.455,686.42,1.291,;342,686,1.308,;358.583,687,1.324,;371.597,687,1.34,;386.605,687.9,1.357,;400.299,688,1.374,;414.831,689.141,1.401,;430.735,690.267,1.419,;445.238,691.385,1.441,;457.055,693.011,1.456,;468.859,694.624,1.465,;480.463,696.493,1.475,;489.072,697.867,1.491,;496.917,698,1.508,;502.544,696.891,1.525,;506.916,697,1.637,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;89,,,;1637,,,;PAPR,,,
188,400,0,;204.111,398.993,0.018,;215.735,397.827,0.035,;228.243,396.705,0.053,;239.176,397,0.07,;247.834,395.463,0.087,;258.548,395,0.102,;268.174,395,0.118,;283.466,395,0.136,;296.184,395,0.152,;305.134,397.283,0.169,;312.835,398.262,0.185,;326.202,402.146,0.203,;335.5,399.5,0.22,;344.587,401.242,0.235,;356.164,402.742,0.252,;365.909,403,0.269,;373.874,403,0.286,;386.151,404.105,0.303,;393.577,402.775,0.319,;401.436,403,0.346,;407.812,403,0.363,;418.103,403,0.371,;425.945,403,0.388,;432.969,403.828,0.403,;441.626,404.953,0.421,;449.472,403.933,0.437,;456.143,404,0.454,;461.529,404,0.472,;464.307,402.564,0.488,;467.105,403,0.504,;469,403,0.619,;466.935,405.129,0.686,;469.001,405,0.72,;471.243,405,0.737,;475.091,405,0.771,;477.212,405,0.788,;479,405,0.82,;481.935,405,0.838,;483,405,0.888,;484.225,406.112,0.954,;481.732,407.134,0.972,;478.92,409.053,0.989,;475.486,412.514,1.006,;468.243,418.464,1.024,;461.507,425.493,1.04,;456.5,436.5,1.057,;447.089,445.598,1.072,;435.465,455.759,1.089,;425.83,467.859,1.106,;414.833,477.134,1.123,;399.081,490.645,1.139,;387.162,504.096,1.156,;370.63,518.987,1.174,;356.536,537.956,1.191,;340.566,552.912,1.206,;326.378,567.882,1.223,;310.913,582.224,1.252,;300.126,595.832,1.274,;284.872,609.436,1.288,;272.554,624.001,1.297,;259.204,635.111,1.309,;243.482,648.587,1.325,;235.128,658.698,1.341,;225.325,667.675,1.357,;219.676,675.817,1.374,;217.101,681.747,1.391,;214.861,685.209,1.408,;212.624,686.188,1.425,;211.689,688.622,1.443,;209.142,690.858,1.459,;207.893,693.66,1.475,;206,696.5,1.507,;204.464,698.803,1.54,;202.896,699.052,1.558,;200.448,701.552,1.741,;203.089,699.955,1.774,;205.535,698.732,1.808,;207.536,697.732,1.909,;237.394,695.186,1.926,;253.062,695,1.943,;266.615,693.949,1.96,;281.27,692.825,1.976,;295.79,693,1.994,;311.869,691.581,2.011,;327,692,2.028,;361.142,692,2.043,;382.549,692,2.06,;402.237,692,2.077,;421.319,693.019,2.094,;440.371,691.861,2.11,;454.347,693.258,2.127,;463.452,694.384,2.145,;474.943,694,2.162,;480.094,695.619,2.177,;484.963,696.741,2.194,;489.452,697.863,2.211,;492,698.5,2.227,;493.154,698,2.31,;490.786,698,2.419,;100,,,;2419,,,;PAPR,,,
200,399,0,;239.251,400.017,0.018,;252.621,400,0.035,;263.58,398.742,0.052,;272.029,397.621,0.07,;278,396.5,0.086,;285.95,397,0.101,;300.11,397,0.118,;309.157,397,0.135,;316.874,398.964,0.153,;328.004,400.1,0.169,;335.58,401.226,0.186,;343.383,402.34,0.204,;352.717,403.465,0.22,;363.088,404.584,0.237,;370.931,405.704,0.254,;379.623,406.828,0.269,;387.618,406.055,0.286,;394.382,407.064,0.303,;399.932,407,0.319,;406.843,407,0.337,;415.029,408.433,0.354,;420.747,407,0.371,;426.356,407,0.387,;431.161,406.21,0.403,;436.562,406,0.42,;442.165,407.033,0.437,;447.767,407,0.453,;452.098,407,0.47,;456.577,407,0.488,;461,407,0.505,;463.904,407.635,0.521,;467.263,408,0.537,;471.517,408,0.554,;475.993,408,0.571,;479.357,408,0.587,;482.71,408,0.604,;486.083,408,0.643,;487.536,408,0.703,;485.984,410.033,0.737,;483.677,410,0.77,;481.464,412.536,0.804,;475.769,417.423,0.821,;470.346,423.585,0.838,;465.811,430.283,0.855,;460.149,437.021,0.872,;455.837,442.454,0.89,;449.933,448.067,0.907,;441.5,458,0.923,;433.431,467.222,0.939,;427.133,473.867,0.956,;420.634,481.26,0.972,;410.905,491.095,0.989,;401.915,500.085,1.006,;395.48,506.52,1.022,;387.324,514.676,1.041,;376.543,525.457,1.057,;367.697,533.688,1.073,;359.096,541.166,1.09,;348.425,551.575,1.106,;340.14,560.84,1.123,;333.41,566.492,1.14,;324.23,573.327,1.156,;312.554,582.757,1.174,;307.218,591.709,1.192,;298.918,598.499,1.207,;288.956,605.931,1.223,;280.229,614.596,1.24,;273.317,622.63,1.257,;266.606,628.328,1.273,;259.869,633.942,1.291,;253.145,640.855,1.308,;249.307,646.116,1.325,;248,651.5,1.341,;244.987,654.342,1.357,;242.416,657.375,1.374,;240.175,660.738,1.391,;235.876,664.093,1.407,;232.539,667.461,1.424,;226.615,672.108,1.441,;223.811,676.585,1.459,;222,681,1.476,;218.734,683.266,1.491,;216.492,685.508,1.508,;213.362,687.759,1.525,;211.007,688.996,1.541,;208.767,691.233,1.558,;206.525,693.475,1.575,;204.274,695.726,1.607,;202.465,696.268,1.657,;200.643,698.357,1.758,;198.847,698,1.808,;196.643,699.179,1.858,;194.792,700.104,1.908,;193.822,702.357,2.059,;196.107,700.946,2.093,;203.314,699.791,2.11,;209.114,700,2.127,;216.076,701.346,2.145,;222.8,703.933,2.162,;134,,,;2877,,,;PAPR,,,
